rank,item_id,outlet,type,language,title,url,published_at,R,S,D,I,r_people,signal_mult,logos,ethos,pathos,d_raw,topics,prompt_version,reach_flag,content_basis,content_access,word_count,fetch_method,r_basis,justification
364,b28ad5c898dbe8e2,Salon,print_digital,en,09 / 02 / lake-america-is-trumps-freedom-fries,https://www.salon.com/2026/09/02/lake-america-is-trumps-freedom-fries/,2026-09-02T14:30:51+00:00,0.00001403,0.152000,0.400000,0.00000085,3675.000000,,4,4,4,12,government_leadership:0.40; other:0.40; foreign_policy_wars:0.20,score_v2,scope_global,full_text,open,956,rss_fulltext,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","An essayistic cultural-history piece linking Freedom Fries to Lake America renaming, using historical anecdotes and light argument rather than data. Author writes with personal voice but no strong institutional authority; tone is wry, mildly satirical rather than emotionally charged, aimed at commentary/entertainment rather than persuasion via evidence."
365,634c05f1ec10eaaa,Washington Examiner,print_digital,en,campaigns / 4712051 / gop-midterm-convention-organizers-late-push-fill-arena,https://www.washingtonexaminer.com/news/campaigns/4712051/gop-midterm-convention-organizers-late-push-fill-arena/,2026-09-03T17:21:45+00:00,0.00000868,0.244000,0.400000,0.00000085,2275.000000,,4,5,3,12,government_leadership:0.70; economy:0.30,score_v2,ok,full_text,open,711,rss_fulltext,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Article uses named/anonymous sources, specific figures (ticket costs, arena capacity) to document convention troubles—moderate evidence. Sources include RNC spokeswoman and operatives with insider access, giving moderate ethos. Some colorful quotes ('grift,' 'kidding') add mild emotional color but overall tone is measured reporting."
366,63d499f12cfc735c,The Epoch Times,print_digital,en,"IRS, Treasury Propose Cutting Tax-Exempt Status for Schools With Diversity Policies",https://www.theepochtimes.com/us/irs-treasury-propose-cutting-tax-exempt-status-for-schools-with-diversity-policies-6083016,2026-09-03T16:46:13+00:00,0.00003850,0.055000,0.400000,0.00000085,10087.500000,,4,6,2,12,education:0.60; race_relations:0.30; government_leadership:0.10,score_v2,scope_global,full_text,open,463,page_fetch,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","Reports a policy proposal with quotes from Treasury and IRS officials explaining rationale, but offers little independent evidence or counterargument. Ethos derives from official government sources (Bessent, Bisignano). Emotional tone is low; language is bureaucratic and factual rather than charged."
367,9ab62d132d7593a3,Daily Kos,print_digital,en,Musk spends his dirty money in key midterm races,https://www.dailykos.com/stories/2026/9/3/800093531/elections/musk-america-pac-dirty-money-first-spending/,2026-09-03T18:00:00+00:00,0.00002047,0.095500,0.433333,0.00000085,5362.500000,,3,3,7,13,democracy_elections:0.45; government_leadership:0.25; ethics_morality:0.15; ai_technology:0.15,score_v2,scope_global,full_text,open,518,page_fetch,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","Opinion piece uses loaded language ('dirty money', 'racist billionaire') with some factual reporting on FEC filings and ad content, but little sustained argument or engagement with opposing views. No strong personal authority beyond generic outlet voice; emotional framing drives the piece."
368,949126fb075167ef,Newsweek,print_digital,en,"Lindsay Clancy Likely 'Heading To A Mistrial', Attorney Says",https://www.newsweek.com/lindsay-clancy-likely-heading-to-a-mistrial-attorney-says-12397652,2026-09-03T04:45:00+00:00,0.00008822,0.016000,0.600000,0.00000085,23112.500000,,7,6,5,18,crime:0.85; healthcare:0.10; other:0.05,score_v2,scope_global,full_text,paywalled,2431,page_fetch,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","Detailed legal analysis via two named attorneys explaining trial procedure, jury deadlock mechanics, and insanity-defense standards; grounded in facts and expert quotes rather than raw assertion. Ethos moderate via credentialed legal experts, not celebrity figures. Pathos present through references to children's deaths and Clancy's suicide attempt/paralysis, but restrained overall."
369,baa0b8fc9a16d26f,Vox,print_digital,en,politics / 501833 / abdul-el-sayed-hasan-piker-temple-israel-jews,https://www.vox.com/politics/501833/abdul-el-sayed-hasan-piker-temple-israel-jews,2026-09-03T14:35:00+00:00,0.00001312,0.112000,0.566667,0.00000083,3437.500000,,6,6,5,17,race_relations:0.35; foreign_policy_wars:0.35; government_leadership:0.20; democracy_elections:0.10,score_v2,ok,full_text,open,2126,rss_fulltext,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Interview format with detailed factual recounting, testimony from a named Democratic fundraiser, and reasoned argument about antisemitism/anti-Zionism distinctions. Gaba's personal standing lends moderate ethos; emotional charge around antisemitism, violence, and betrayal gives moderate pathos."
370,51e52475acef0bd7,ProPublica,print_digital,en,article / kratom-legalization-christopher-mccurdy-research-conflict-of-interest-aka,https://www.propublica.org/article/kratom-legalization-christopher-mccurdy-research-conflict-of-interest-aka,2026-09-01T14:35:00+00:00,0.00001283,0.098500,0.633333,0.00000080,3362.500000,,9,6,4,19,healthcare:0.55; government_leadership:0.25; other:0.20,score_v2,scope_global,full_text,open,2247,rss_fulltext,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","Investigative piece with documents, emails, statistics, named sources on multiple sides, and detailed chronology. ProPublica's institutional authority underpins credibility. Emotional intensity moderate via death/addiction anecdotes, but mostly restrained, evidence-driven reporting rather than affect-driven."
371,0e06a64518e00686,Vox,print_digital,en,today-explained-newsletter / 501396 / us-military-readiness-iran-war,https://www.vox.com/today-explained-newsletter/501396/us-military-readiness-iran-war,2026-08-31T21:05:23+00:00,0.00001312,0.130500,0.466667,0.00000080,3437.500000,,5,5,4,14,foreign_policy_wars:0.85; government_leadership:0.10; other:0.05,score_v2,ok,full_text,open,631,rss_fulltext,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Cites Washington Post reporting, military commander warnings, and specific strategic risks (resource strain, morale, missile stockpiles). Vox institutional voice, newsletter tone with wry, sardonic commentary on Trump's fabrications adds emotional/ironic color without heavy evidence engagement or counterarguments."
372,c5f2af5d6e503aa9,RealClearPolitics,print_digital,en,Big-Money Bust May Be a Game Changer,https://www.realclearpolitics.com/2026/09/03/big-money_bust_may_be_a_game_changer_709887.html,2026-09-03T20:31:07+00:00,0.00002204,0.155000,0.233333,0.00000080,5775.000000,,2,3,2,7,government_leadership:0.50; democracy_elections:0.50,score_v2,scope_global,summary_only,paywalled,67,rss_summary,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","Brief headline/summary citing one data point (exit poll favorables) about Harris's campaign spending; minimal argument development, no identified authoritative speaker, low emotional charge given fragment nature and paywall limitation."
373,1cfb137e5e73967d,The Daily Wire,print_digital,en,news / lutnick-gives-g20-nations-a-gift-with-a-powerful-9-11-tribute,https://www.dailywire.com/news/lutnick-gives-g20-nations-a-gift-with-a-powerful-9-11-tribute,2026-09-03T11:54:07+00:00,0.00001703,0.081000,0.566667,0.00000078,4462.500000,,3,6,8,17,foreign_policy_wars:0.40; ai_technology:0.35; ethics_morality:0.15; government_leadership:0.10,score_v2,scope_global,full_text,open,531,rss_fulltext,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","Mostly personal narrative and anecdote about 9/11 loss, minimal evidence/argument beyond quotes; Lutnick's authority stems from his office and personal tragedy, giving him credibility with this audience; emotional weight is high due to personal loss and tribute details."
374,24b1ef37ed239b40,RealClearPolitics,print_digital,en,Trump's Midterm Plan Includes Heavy Emphasis on Himself,https://www.realclearpolitics.com/2026/09/03/trumps_midterm_plan_includes_heavy_emphasis_on_himself_709921.html,2026-09-03T20:30:20+00:00,0.00002204,0.174000,0.200000,0.00000077,5775.000000,,1,3,2,6,government_leadership:0.60; democracy_elections:0.40,score_v2,scope_global,summary_only,paywalled,29,rss_summary,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","Headline/summary only, no evidence or argument presented, just a framing claim about Trump's midterm strategy. No named speaker's personal authority invoked, only institutional (outlet) standing. Mild ironic tone ('Oddly enough') adds slight emotional color but overall flat."
375,cf4de2694fb2b161,Washington Examiner,print_digital,en,white-house / 4711818 / trump-treasonous-scum-whistleblowers-us-munitions-shortage-iran-war,https://www.washingtonexaminer.com/news/white-house/4711818/trump-treasonous-scum-whistleblowers-us-munitions-shortage-iran-war/,2026-09-03T15:54:35+00:00,0.00000868,0.165500,0.533333,0.00000077,2275.000000,,3,7,6,16,foreign_policy_wars:0.65; government_leadership:0.35,score_v2,ok,full_text,open,376,rss_fulltext,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Trump asserts munitions abundance and attacks critics as 'treasonous' with little evidence, mostly assertion. His presidential authority gives high ethos with his base. Emotional charge via accusations of treason and blame; article adds counter-evidence from a former official."
376,25edcb7cc3162d2e,Reason,print_digital,en,09 / 03 / my-new-usa-today-article-on-dangerous-similarities-between-democratic-socialists-and-maga-nationalists,https://reason.com/volokh/2026/09/03/my-new-usa-today-article-on-dangerous-similarities-between-democratic-socialists-and-maga-nationalists/,2026-09-03T14:24:16+00:00,0.00000711,0.190000,0.566667,0.00000077,1862.500000,,6,6,5,17,economy:0.45; government_leadership:0.25; democracy_elections:0.20; foreign_policy_wars:0.10,score_v2,scope_global,full_text,open,728,rss_fulltext,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","The op-ed offers historical examples (Venezuela, Cuba, refugee flows) and comparative reasoning about socialism and nationalism, but is one-sided polemic without engaging strongest counterarguments. Author is a known legal/economics commentator (Somin) writing in USA Today, giving moderate authority. Language is charged ('dangerous,' 'grave harm,' 'despots').”}]}, "
377,36991905986a1db8,Salon,print_digital,en,09 / 03 / new-mail-voting-rules-moved-forward-despite-usps-officials-concerns-about-mass-disenfranchisement-partner,https://www.salon.com/2026/09/03/new-mail-voting-rules-moved-forward-despite-usps-officials-concerns-about-mass-disenfranchisement-partner/,2026-09-03T10:00:14+00:00,0.00001403,0.088500,0.600000,0.00000074,3675.000000,,8,6,4,18,democracy_elections:0.85; government_leadership:0.15,score_v2,scope_global,full_text,open,1322,rss_fulltext,"monthly visits / DIGITAL_ITEMS_PER_MONTH (UNADJUSTED: worldwide visits, no US split published); a visit is not a read; flat across the outlet's items (no per-item signal)","Investigative report citing whistleblower disclosures, internal meeting details, named experts, and official statements; ProPublica byline lends institutional credibility. Emotional charge comes from terms like 'mass disenfranchisement,' 'chaotic,' 'shit show,' but overall tone is measured, evidence-driven journalism rather than overt appeals to emotion."
